"StuID","ReceiptNo","PymtDt","PaidAmt","ModeOfPymt","ChequeNo","BankName","JobID","LastUpdatedDate"
"2884","RCP000000","2016-03-12 00:00:00","0","Select",NULL,NULL,"1","2016-03-12 00:00:00"
"2885","RCP000000","2016-03-12 00:00:00","0","Select",NULL,NULL,"1","2016-03-12 00:00:00"
"2882","RCP003581","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-14 00:00:00"
"2848","RCP003582","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-14 00:00:00"
"2877","RCP003583","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-14 00:00:00"
"2886","RCP001060","2016-03-15 00:00:00","1400","Cash",,,"5","2016-03-14 00:00:00"
"2887","RCP001061","2016-03-15 00:00:00","1400","Cash",,,"5","2016-03-14 00:00:00"
"2885","RCP003584","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-14 00:00:00"
"2884","RCP003585","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-14 00:00:00"
"2888","RCP000000","2016-03-15 00:00:00","0","Select",NULL,NULL,"1","2016-03-15 00:00:00"
"2889","RCP000000","2016-03-16 00:00:00","0","Select",NULL,NULL,"1","2016-03-16 00:00:00"
"2890","RCP000000","2016-03-16 00:00:00","0","Select",NULL,NULL,"1","2016-03-16 00:00:00"
"2891","RCP000000","2016-03-16 00:00:00","0","Select",NULL,NULL,"3","2016-03-16 00:00:00"
"2892","RCP001062","2016-03-16 00:00:00","1200","Cash",,,"5","2016-03-16 00:00:00"
"2890","RCP003586","2016-03-16 00:00:00","3500","Cash",,,"1","2016-03-16 00:00:00"
"2889","RCP003587","2016-03-16 00:00:00","3500","Cash",,,"1","2016-03-16 00:00:00"
"2879","RCP003588","2016-03-16 00:00:00","3500","Cash",,,"1","2016-03-16 00:00:00"
"2893","RCP001063","2016-03-16 00:00:00","1400","Cash",,,"5","2016-03-16 00:00:00"
"2894","RCP003589","2016-03-16 00:00:00","500","Cash",,,"3","2016-03-16 00:00:00"
"2895","RCP001064","2016-03-17 00:00:00","1500","Cash",,,"5","2016-03-17 00:00:00"
"2896","RCP000000","2016-03-17 00:00:00","0","Select",NULL,NULL,"1","2016-03-17 00:00:00"
"2897","RCP000000","2016-03-17 00:00:00","0","Select",NULL,NULL,"1","2016-03-17 00:00:00"
"2898","RCP000000","2016-03-17 00:00:00","0","Select",NULL,NULL,"1","2016-03-17 00:00:00"
"2899","RCP003590","2016-03-17 00:00:00","500","Cash",,,"3","2016-03-17 00:00:00"
"2900","RCP000000","2016-03-18 00:00:00","0","Select",NULL,NULL,"1","2016-03-18 00:00:00"
"2901","RCP000000","2016-03-19 00:00:00","0","Select",NULL,NULL,"1","2016-03-19 00:00:00"
"2777","RCP003591","2016-03-19 00:00:00","700","Cash",,,"3","2016-03-19 00:00:00"
"2775","RCP003592","2016-03-19 00:00:00","900","Cash",,,"3","2016-03-19 00:00:00"
"2767","RCP003593","2016-03-19 00:00:00","900","Cash",,,"3","2016-03-19 00:00:00"
"2776","RCP003594","2016-03-19 00:00:00","900","Cash",,,"3","2016-03-19 00:00:00"
"2807","RCP003595","2016-03-19 00:00:00","700","Cash",,,"3","2016-03-19 00:00:00"
"2797","RCP003596","2016-03-19 00:00:00","700","Cash",,,"3","2016-03-19 00:00:00"
"2809","RCP003597","2016-03-19 00:00:00","1500","Cash",,,"1","2016-03-19 00:00:00"
"2774","RCP003598","2016-03-19 00:00:00","1500","Cash",,,"1","2016-03-19 00:00:00"
"2732","RCP003599","2016-03-19 00:00:00","1500","Cash",,,"1","2016-03-19 00:00:00"
"2801","RCP003600","2016-03-19 00:00:00","1500","Cash",,,"1","2016-03-19 00:00:00"
"2494","RCP003601","2016-03-19 00:00:00","2200","Cash",,,"3","2016-03-19 00:00:00"
"2822","RCP003602","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2811","RCP003603","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2790","RCP003604","2016-03-19 00:00:00","2400","Cash",,,"1","2016-03-19 00:00:00"
"2789","RCP003605","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2770","RCP003606","2016-03-19 00:00:00","2400","Cash",,,"1","2016-03-19 00:00:00"
"2812","RCP003607","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2804","RCP003608","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2793","RCP003609","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2778","RCP003610","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2794","RCP003611","2016-03-19 00:00:00","1700","Cash",,,"3","2016-03-19 00:00:00"
"2796","RCP003612","2016-03-19 00:00:00","2400","Cash",,,"1","2016-03-19 00:00:00"
"2735","RCP003613","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2768","RCP003614","2016-03-19 00:00:00","2400","Cash",,,"1","2016-03-19 00:00:00"
"2772","RCP003615","2016-03-19 00:00:00","2200","Cash",,,"3","2016-03-19 00:00:00"
"2788","RCP003616","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2769","RCP003617","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2792","RCP003618","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2766","RCP003619","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2821","RCP003620","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2803","RCP003621","2016-03-19 00:00:00","2700","Cash",,,"1","2016-03-19 00:00:00"
"2902","RCP000000","2016-03-19 00:00:00","0","Select",NULL,NULL,"1","2016-03-19 00:00:00"
"2903","RCP003622","2016-03-21 00:00:00","1000","Cash",,,"3","2016-03-19 00:00:00"
"2897","RCP003623","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2896","RCP003624","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2888","RCP003625","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2904","RCP000000","2016-03-21 00:00:00","0","Select",NULL,NULL,"1","2016-03-21 00:00:00"
"2901","RCP003626","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2900","RCP003627","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2898","RCP003628","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2905","RCP000000","2016-03-21 00:00:00","0","Select",NULL,NULL,"1","2016-03-21 00:00:00"
"2906","RCP003629","2016-03-21 00:00:00","500","Cash",,,"3","2016-03-21 00:00:00"
"2907","RCP000000","2016-03-21 00:00:00","0","Select",NULL,NULL,"1","2016-03-21 00:00:00"
"2858","RCP003630","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2902","RCP003631","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2907","RCP003632","2016-03-21 00:00:00","3500","Cash",,,"1","2016-03-21 00:00:00"
"2903","RCP003633","2016-03-19 00:00:00","1000","Cash",,,"3","2016-03-22 00:00:00"
"2908","RCP000000","2016-03-22 00:00:00","0","Select",NULL,NULL,"1","2016-03-22 00:00:00"
"2909","RCP000000","2016-03-22 00:00:00","0","Select",NULL,NULL,"1","2016-03-22 00:00:00"
"2910","RCP000000","2016-03-23 00:00:00","0","Select",NULL,NULL,"1","2016-03-23 00:00:00"
"2911","RCP000000","2016-03-23 00:00:00","0","Select",NULL,NULL,"1","2016-03-23 00:00:00"
"2912","RCP000000","2016-03-23 00:00:00","0","Select",NULL,NULL,"1","2016-03-23 00:00:00"
"2913","RCP000000","2016-03-23 00:00:00","0","Select",NULL,NULL,"1","2016-03-23 00:00:00"
"2914","RCP000000","2016-03-23 00:00:00","0","Select",NULL,NULL,"1","2016-03-23 00:00:00"
"2906","RCP003634","2016-03-23 00:00:00","500","Cash",,,"3","2016-03-23 00:00:00"
"2915","RCP001065","2016-03-25 00:00:00","1200","Cash",,,"5","2016-03-25 00:00:00"
"2916","RCP000000","2016-03-26 00:00:00","0","Select",NULL,NULL,"3","2016-03-26 00:00:00"
"2914","RCP003635","2016-03-28 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2910","RCP003636","2016-03-28 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2911","RCP003637","2016-03-28 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2909","RCP003638","2016-03-28 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2908","RCP003639","2016-03-28 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2905","RCP003640","2016-03-29 00:00:00","3500","Cash",,,"1","2016-03-28 00:00:00"
"2917","RCP001066","2016-03-29 00:00:00","1400","Cash",,,"5","2016-03-28 00:00:00"
"2918","RCP001067","2016-03-29 00:00:00","1200","Cash",,,"5","2016-03-28 00:00:00"
"2904","RCP003641","2016-03-29 00:00:00","3000","Cash",,,"1","2016-03-29 00:00:00"
"2919","RCP000000","2016-03-29 00:00:00","0","Select",NULL,NULL,"1","2016-03-29 00:00:00"
"2920","RCP000000","2016-03-30 00:00:00","0","Select",NULL,NULL,"1","2016-03-30 00:00:00"
"2916","RCP003642","2016-03-30 00:00:00","1000","Cash",,,"3","2016-03-30 00:00:00"
"2921","RCP000000","2016-03-31 00:00:00","0","Select",NULL,NULL,"1","2016-03-31 00:00:00"
"2827","RCP003643","2016-03-31 00:00:00","1300","Cash",,,"3","2016-03-31 00:00:00"
"2847","RCP003644","2016-03-31 00:00:00","700","Cash",,,"3","2016-03-31 00:00:00"
"2838","RCP003645","2016-03-31 00:00:00","700","Cash",,,"3","2016-03-31 00:00:00"
"2842","RCP003646","2016-03-31 00:00:00","1200","Cash",,,"1","2016-03-31 00:00:00"
"2824","RCP003647","2016-03-31 00:00:00","1200","Cash",,,"1","2016-03-31 00:00:00"
"2846","RCP003648","2016-03-31 00:00:00","1500","Cash",,,"1","2016-03-31 00:00:00"
"2840","RCP003649","2016-03-31 00:00:00","1500","Cash",,,"1","2016-03-31 00:00:00"
"2843","RCP003650","2016-03-31 00:00:00","2700","Cash",,,"1","2016-03-31 00:00:00"
"2841","RCP003651","2016-03-31 00:00:00","2700","Cash",,,"1","2016-03-31 00:00:00"
"2835","RCP003652","2016-03-31 00:00:00","700","Cash",,,"3","2016-03-31 00:00:00"
"2686","RCP003653","2016-03-31 00:00:00","1500","Cash",,,"1","2016-03-31 00:00:00"
"2837","RCP003654","2016-03-31 00:00:00","1700","Cash",,,"3","2016-03-31 00:00:00"
"2834","RCP003655","2016-03-31 00:00:00","1700","Cash",,,"3","2016-03-31 00:00:00"
"2818","RCP003656","2016-03-31 00:00:00","1700","Cash",,,"3","2016-03-31 00:00:00"
"2831","RCP003657","2016-03-31 00:00:00","2700","Cash",,,"1","2016-03-31 00:00:00"
"2828","RCP003658","2016-03-31 00:00:00","2200","Cash",,,"3","2016-03-31 00:00:00"
"2844","RCP003659","2016-03-31 00:00:00","700","Cash",,,"3","2016-03-31 00:00:00"
"2860","RCP003660","2016-03-14 00:00:00","3500","Cash",,,"1","2016-03-31 00:00:00"
"2922","RCP001068","2016-04-01 00:00:00","1200","Cash",,,"5","2016-04-01 00:00:00"
"2923","RCP001069","2016-04-01 00:00:00","1600","Cash",,,"5","2016-04-01 00:00:00"
"2924","RCP000000","2016-04-01 00:00:00","0","Select",NULL,NULL,"3","2016-04-01 00:00:00"
"2925","RCP003661","2016-04-02 00:00:00","500","Cash",,,"3","2016-04-01 00:00:00"
"2926","RCP000000","2016-04-01 00:00:00","0","Select",NULL,NULL,"1","2016-04-01 00:00:00"
"2927","RCP003662","2016-04-02 00:00:00","500","Cash",,,"3","2016-04-02 00:00:00"
"2924","RCP003663","2016-04-02 00:00:00","1000","Cash",,,"3","2016-04-02 00:00:00"
"2928","RCP000000","2016-04-02 00:00:00","0","Select",NULL,NULL,"1","2016-04-02 00:00:00"
"2929","RCP003664","2016-04-02 00:00:00","500","Cash",,,"3","2016-04-02 00:00:00"
"2930","RCP003665","2016-04-02 00:00:00","500","Cash",,,"3","2016-04-02 00:00:00"
"2921","RCP003666","2016-04-04 00:00:00","3500","Cash",,,"1","2016-04-04 00:00:00"
"2931","RCP001070","2016-04-04 00:00:00","1200","Cash",,,"5","2016-04-04 00:00:00"
"2928","RCP003667","2016-04-04 00:00:00","3500","Cash",,,"1","2016-04-04 00:00:00"
"2932","RCP001071","2016-04-04 00:00:00","1200","Cash",,,"5","2016-04-04 00:00:00"
"2933","RCP003668","2016-04-04 00:00:00","500","Cash",,,"3","2016-04-04 00:00:00"
"2934","RCP003669","2016-04-04 00:00:00","1000","Cash",,,"3","2016-04-04 00:00:00"
"2935","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2936","RCP001072","2016-04-04 00:00:00","1000","Cash",,,"5","2016-04-04 00:00:00"
"2937","RCP001073","2016-04-04 00:00:00","1200","Cash",,,"5","2016-04-04 00:00:00"
"2938","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2939","RCP001074","2016-04-04 00:00:00","0","Cash",,,"5","2016-04-04 00:00:00"
"2913","RCP003670","2016-04-04 00:00:00","3500","Cash",,,"1","2016-04-04 00:00:00"
"2940","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2941","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2942","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2943","RCP000000","2016-04-04 00:00:00","0","Select",NULL,NULL,"1","2016-04-04 00:00:00"
"2942","RCP003671","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2935","RCP003672","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2919","RCP003673","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2943","RCP003674","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2912","RCP003675","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2426","RCP003676","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2920","RCP003677","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2941","RCP003678","2016-04-05 00:00:00","3500","Cash",,,"1","2016-04-05 00:00:00"
"2926","RCP003679","2016-04-06 00:00:00","3500","Cash",,,"1","2016-04-06 00:00:00"
"2940","RCP003680","2016-04-06 00:00:00","3500","Cash",,,"1","2016-04-06 00:00:00"
"2938","RCP003681","2016-04-07 00:00:00","3500","Cash",,,"1","2016-04-07 00:00:00"
"2944","RCP000000","2016-04-07 00:00:00","0","Select",NULL,NULL,"3","2016-04-07 00:00:00"
"2944","RCP003682","2016-04-07 00:00:00","1000","Cash",,,"3","2016-04-07 00:00:00"
"2945","RCP000000","2016-04-07 00:00:00","0","Select",NULL,NULL,"1","2016-04-07 00:00:00"
"2946","RCP000000","2016-04-08 00:00:00","0","Select",NULL,NULL,"3","2016-04-08 00:00:00"
"2946","RCP003683","2016-04-08 00:00:00","500","Cash",,,"3","2016-04-08 00:00:00"
"2947","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2948","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2949","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2950","RCP001075","2016-04-11 00:00:00","1000","Cash",,,"5","2016-04-09 00:00:00"
"2951","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2952","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2953","RCP000000","2016-04-09 00:00:00","0","Select",NULL,NULL,"1","2016-04-09 00:00:00"
"2953","RCP003684","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2948","RCP003685","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2954","RCP000000","2016-04-11 00:00:00","0","Select",NULL,NULL,"5","2016-04-11 00:00:00"
"2955","RCP001076","2016-04-11 00:00:00","1700","Cash",,,"5","2016-04-11 00:00:00"
"2949","RCP003686","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2947","RCP003687","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2956","RCP003688","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2951","RCP003689","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2952","RCP003690","2016-04-11 00:00:00","3500","Cash",,,"1","2016-04-11 00:00:00"
"2957","RCP000000","2016-04-12 00:00:00","0","Select",NULL,NULL,"1","2016-04-12 00:00:00"
"2958","RCP001077","2016-04-12 00:00:00","1200","Cash",,,"5","2016-04-12 00:00:00"
"2959","RCP003691","2016-04-12 00:00:00","500","Cash",,,"3","2016-04-12 00:00:00"
"2945","RCP003692","2016-04-12 00:00:00","3500","Cash",,,"1","2016-04-12 00:00:00"
"2593","RCP003693","2016-04-13 00:00:00","3500","Cash",,,"1","2016-04-13 00:00:00"
"2957","RCP003694","2016-04-13 00:00:00","3500","Cash",,,"1","2016-04-13 00:00:00"
"2960","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2961","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2962","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"3","2016-04-13 00:00:00"
"2963","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2964","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2965","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2966","RCP000000","2016-04-13 00:00:00","0","Select",NULL,NULL,"1","2016-04-13 00:00:00"
"2862","RCP003695","2016-04-13 00:00:00","2200","Cash",,,"3","2016-04-13 00:00:00"
"2863","RCP003696","2016-04-13 00:00:00","2700","Cash",,,"1","2016-04-13 00:00:00"
"2861","RCP003697","2016-04-13 00:00:00","1200","Cash",,,"1","2016-04-13 00:00:00"
"2877","RCP003698","2016-04-13 00:00:00","2700","Cash",,,"1","2016-04-13 00:00:00"
"2854","RCP003699","2016-04-13 00:00:00","700","Cash",,,"3","2016-04-13 00:00:00"
"2814","RCP003700","2016-04-13 00:00:00","700","Cash",,,"3","2016-04-13 00:00:00"
"2864","RCP003701","2016-04-13 00:00:00","1500","Cash",,,"1","2016-04-13 00:00:00"
"2873","RCP003702","2016-04-13 00:00:00","1500","Cash",,,"1","2016-04-13 00:00:00"
"2859","RCP003703","2016-04-13 00:00:00","2000","Cash",,,"1","2016-04-13 00:00:00"
"2852","RCP003704","2016-04-13 00:00:00","1500","Cash",,,"1","2016-04-13 00:00:00"
"2856","RCP003705","2016-04-13 00:00:00","1500","Cash",,,"1","2016-04-13 00:00:00"
"2755","RCP003706","2016-04-13 00:00:00","1200","Cash",,,"3","2016-04-13 00:00:00"
"2872","RCP003707","2016-04-13 00:00:00","700","Cash",,,"3","2016-04-13 00:00:00"
"2878","RCP003708","2016-04-13 00:00:00","700","Cash",,,"3","2016-04-13 00:00:00"
"2967","RCP000000","2016-04-14 00:00:00","0","Select",NULL,NULL,"1","2016-04-14 00:00:00"
"2968","RCP000000","2016-04-15 00:00:00","0","Select",NULL,NULL,"1","2016-04-15 00:00:00"
"2969","RCP000000","2016-04-16 00:00:00","0","Select",NULL,NULL,"1","2016-04-16 00:00:00"
"2970","RCP003709","2016-04-18 00:00:00","1000","Cash",,,"3","2016-04-18 00:00:00"
"2971","RCP000000","2016-04-18 00:00:00","0","Select",NULL,NULL,"1","2016-04-18 00:00:00"
"2972","RCP000000","2016-04-18 00:00:00","0","Select",NULL,NULL,"3","2016-04-18 00:00:00"
"2973","RCP000000","2016-04-18 00:00:00","0","Select",NULL,NULL,"3","2016-04-18 00:00:00"
"2960","RCP003710","2016-04-18 00:00:00","3500","Cash",,,"1","2016-04-18 00:00:00"
"2972","RCP003711","2016-04-18 00:00:00","1000","Cash",,,"3","2016-04-18 00:00:00"
"2965","RCP003712","2016-04-19 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2969","RCP003713","2016-04-19 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2964","RCP003714","2016-04-18 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2974","RCP000000","2016-04-19 00:00:00","0","Select",NULL,NULL,"3","2016-04-19 00:00:00"
"2975","RCP000000","2016-04-19 00:00:00","0","Select",NULL,NULL,"1","2016-04-19 00:00:00"
"2976","RCP003715","2016-04-19 00:00:00","1000","Cash",,,"3","2016-04-19 00:00:00"
"2977","RCP003716","2016-04-19 00:00:00","500","Cash",,,"3","2016-04-19 00:00:00"
"2963","RCP003717","2016-04-19 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2966","RCP003718","2016-04-19 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2967","RCP003719","2016-04-19 00:00:00","3500","Cash",,,"1","2016-04-19 00:00:00"
"2971","RCP003720","2016-04-20 00:00:00","3500","Cash",,,"1","2016-04-20 00:00:00"
"2978","RCP000000","2016-04-20 00:00:00","0","Select",NULL,NULL,"1","2016-04-20 00:00:00"
"2979","RCP001078","2016-04-20 00:00:00","1000","Cash",,,"5","2016-04-20 00:00:00"
"2980","RCP000000","2016-04-20 00:00:00","0","Select",NULL,NULL,"1","2016-04-20 00:00:00"
"2981","RCP001079","2016-04-20 00:00:00","2000","Cash",,,"5","2016-04-20 00:00:00"
"2974","RCP003721","2016-04-21 00:00:00","500","Cash",,,"3","2016-04-21 00:00:00"
"2982","RCP000000","2016-04-21 00:00:00","0","Select",NULL,NULL,"1","2016-04-21 00:00:00"
"2962","RCP003722","2016-04-21 00:00:00","1000","Cash",,,"3","2016-04-21 00:00:00"
"2961","RCP003723","2016-04-21 00:00:00","3500","Cash",,,"1","2016-04-21 00:00:00"
"2983","RCP001080","2016-04-21 00:00:00","1900","Cash",,,"5","2016-04-21 00:00:00"
"2984","RCP000000","2016-04-21 00:00:00","0","Select",NULL,NULL,"1","2016-04-21 00:00:00"
"2985","RCP000000","2016-04-21 00:00:00","0","Select",NULL,NULL,"1","2016-04-21 00:00:00"
"2986","RCP003724","2016-04-22 00:00:00","500","Cash",,,"3","2016-04-22 00:00:00"
"2987","RCP000000","2016-04-22 00:00:00","0","Select",NULL,NULL,"1","2016-04-22 00:00:00"
"2988","RCP000000","2016-04-22 00:00:00","0","Select",NULL,NULL,"1","2016-04-22 00:00:00"
"2989","RCP003725","2016-04-22 00:00:00","500","Cash",,,"3","2016-04-22 00:00:00"
"2990","RCP000000","2016-04-22 00:00:00","0","Select",NULL,NULL,"1","2016-04-22 00:00:00"
"2991","RCP000000","2016-04-23 00:00:00","0","Select",NULL,NULL,"1","2016-04-23 00:00:00"
"2992","RCP000000","2016-04-23 00:00:00","0","Select",NULL,NULL,"1","2016-04-23 00:00:00"
"2988","RCP003726","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2980","RCP003727","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2993","RCP000000","2016-04-25 00:00:00","0","Select",NULL,NULL,"5","2016-04-25 00:00:00"
"2985","RCP003728","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2984","RCP003729","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2994","RCP003730","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2992","RCP003731","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2995","RCP000000","2016-04-25 00:00:00","0","Select",NULL,NULL,"1","2016-04-25 00:00:00"
"2990","RCP003732","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-25 00:00:00"
"2996","RCP000000","2016-04-25 00:00:00","0","Select",NULL,NULL,"1","2016-04-25 00:00:00"
"2997","RCP001081","2016-04-26 00:00:00","1900","Cash",,,"5","2016-04-25 00:00:00"
"2998","RCP000000","2016-04-25 00:00:00","0","Select",NULL,NULL,"1","2016-04-25 00:00:00"
"2999","RCP003733","2016-04-26 00:00:00","500","Cash",,,"3","2016-04-26 00:00:00"
"3000","RCP003734","2016-04-26 00:00:00","500","Cash",,,"3","2016-04-26 00:00:00"
"3000","RCP003735","2016-04-26 00:00:00","500","Cash",,,"3","2016-04-26 00:00:00"
"3001","RCP000000","2016-04-26 00:00:00","0","Select",NULL,NULL,"1","2016-04-26 00:00:00"
"3002","RCP003736","2016-04-27 00:00:00","1000","Cash",,,"3","2016-04-27 00:00:00"
"3003","RCP000000","2016-04-27 00:00:00","0","Select",NULL,NULL,"1","2016-04-27 00:00:00"
"3001","RCP003737","2016-04-28 00:00:00","3500","Cheque","026538","UNION BANK OF INDIA","1","2016-04-27 00:00:00"
"2995","RCP003738","2016-04-27 00:00:00","3500","Cash",,,"1","2016-04-27 00:00:00"
"3004","RCP003739","2016-04-27 00:00:00","100","Cash",,,"3","2016-04-27 00:00:00"
"2968","RCP003740","2016-04-18 00:00:00","3500","Cash",,,"1","2016-04-27 00:00:00"
"2975","RCP003741","2016-04-25 00:00:00","3500","Cash",,,"1","2016-04-27 00:00:00"
"2993","RCP001082","2016-04-27 00:00:00","1700","Cash",,,"5","2016-04-27 00:00:00"
"3005","RCP000000","2016-04-28 00:00:00","0","Select",NULL,NULL,"1","2016-04-28 00:00:00"
"3006","RCP000000","2016-04-29 00:00:00","0","Select",NULL,NULL,"1","2016-04-29 00:00:00"
"3007","RCP000000","2016-04-29 00:00:00","0","Select",NULL,NULL,"1","2016-04-29 00:00:00"
"2899","RCP003742","2016-04-30 00:00:00","700","Cash",,,"3","2016-04-30 00:00:00"
"2890","RCP003743","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2889","RCP003744","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2876","RCP003745","2016-04-30 00:00:00","1200","Cash",,,"3","2016-04-30 00:00:00"
"2901","RCP003746","2016-04-30 00:00:00","1200","Cash",,,"1","2016-04-30 00:00:00"
"2905","RCP003747","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2882","RCP003748","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2900","RCP003749","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2909","RCP003750","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2911","RCP003751","2016-04-30 00:00:00","1200","Cash",,,"1","2016-04-30 00:00:00"
"2904","RCP003752","2016-04-30 00:00:00","2000","Cash",,,"1","2016-04-30 00:00:00"
"2885","RCP003753","2016-04-30 00:00:00","1500","Cash",,,"1","2016-04-30 00:00:00"
"2883","RCP003754","2016-04-30 00:00:00","1000","Cash",,,"3","2016-04-30 00:00:00"
"2916","RCP003755","2016-04-30 00:00:00","1700","Cash",,,"3","2016-04-30 00:00:00"
